provid,countyid,zupu,pczupu,anyzupu,avggrain,nograin,urban,dis_bj,dis_pc,migrants,rice,minority,edu,lnpop,year,mortality
13,8,0,0,0,311.4454345703125,28.468894958496094,4.09,173.268719274109,192.68839158399803,0,0,0,2.6304092407226562,12.43718433380127,1959,11.29
13,8,0,0,0,311.4454345703125,28.468894958496094,4.09,173.268719274109,192.68839158399803,0,0,0,2.6304092407226562,12.43718433380127,1960,14.36
13,8,0,0,0,311.4454345703125,28.468894958496094,4.09,173.268719274109,192.68839158399803,0,0,0,2.6304092407226562,12.43718433380127,1961,12.59
13,8,0,0,0,311.4454345703125,28.468894958496094,4.09,173.268719274109,192.68839158399803,0,0,0,2.6304092407226562,12.43718433380127,1962,8.99
13,8,0,0,0,311.4454345703125,28.468894958496094,4.09,173.268719274109,192.68839158399803,0,0,0,2.6304092407226562,12.43718433380127,1963,10.78
13,8,0,0,0,311.4454345703125,28.468894958496094,4.09,173.268719274109,192.68839158399803,0,0,0,2.6304092407226562,12.43718433380127,1964,8.1
13,8,0,0,0,311.4454345703125,28.468894958496094,4.09,173.268719274109,192.68839158399803,0,0,0,2.6304092407226562,12.43718433380127,1965,8.71
13,8,0,0,0,311.4454345703125,28.468894958496094,4.09,173.268719274109,192.68839158399803,0,0,0,2.6304092407226562,12.43718433380127,1966,8.89
61,11,0,0,0,185.97073364257812,13.991172790527344,10.02,1007.7126471081306,209.08089625422127,1,0,0,2.0830509662628174,13.09051513671875,1954,11.28
61,11,0,0,0,185.97073364257812,13.991172790527344,10.02,1007.7126471081306,209.08089625422127,1,0,0,2.0830509662628174,13.09051513671875,1955,11.3
61,11,0,0,0,185.97073364257812,13.991172790527344,10.02,1007.7126471081306,209.08089625422127,1,0,0,2.0830509662628174,13.09051513671875,1956,10.73
61,11,0,0,0,185.97073364257812,13.991172790527344,10.02,1007.7126471081306,209.08089625422127,1,0,0,2.0830509662628174,13.09051513671875,1957,10.22
61,11,0,0,0,185.97073364257812,13.991172790527344,10.02,1007.7126471081306,209.08089625422127,1,0,0,2.0830509662628174,13.09051513671875,1958,10.12
61,11,0,0,0,185.97073364257812,13.991172790527344,10.02,1007.7126471081306,209.08089625422127,1,0,0,2.0830509662628174,13.09051513671875,1959,17.65
61,11,0,0,0,185.97073364257812,13.991172790527344,10.02,1007.7126471081306,209.08089625422127,1,0,0,2.0830509662628174,13.09051513671875,1960,24.47
61,11,0,0,0,185.97073364257812,13.991172790527344,10.02,1007.7126471081306,209.08089625422127,1,0,0,2.0830509662628174,13.09051513671875,1961,7.78
61,11,0,0,0,185.97073364257812,13.991172790527344,10.02,1007.7126471081306,209.08089625422127,1,0,0,2.0830509662628174,13.09051513671875,1962,8.15
61,11,0,0,0,185.97073364257812,13.991172790527344,10.02,1007.7126471081306,209.08089625422127,1,0,0,2.0830509662628174,13.09051513671875,1963,10.13
61,11,0,0,0,185.97073364257812,13.991172790527344,10.02,1007.7126471081306,209.08089625422127,1,0,0,2.0830509662628174,13.09051513671875,1964,15.91
61,11,0,0,0,185.97073364257812,13.991172790527344,10.02,1007.7126471081306,209.08089625422127,1,0,0,2.0830509662628174,13.09051513671875,1965,14.24
61,11,0,0,0,185.97073364257812,13.991172790527344,10.02,1007.7126471081306,209.08089625422127,1,0,0,2.0830509662628174,13.09051513671875,1966,15.19
52,12,0,0,0,303.01226806640625,16.88519287109375,7.41,1911.771724140711,209.27650629815597,0,1,1,1.8002958297729492,12.102266311645508,1954,12.4
52,12,0,0,0,303.01226806640625,16.88519287109375,7.41,1911.771724140711,209.27650629815597,0,1,1,1.8002958297729492,12.102266311645508,1955,14.47
52,12,0,0,0,303.01226806640625,16.88519287109375,7.41,1911.771724140711,209.27650629815597,0,1,1,1.8002958297729492,12.102266311645508,1956,7.26
52,12,0,0,0,303.01226806640625,16.88519287109375,7.41,1911.771724140711,209.27650629815597,0,1,1,1.8002958297729492,12.102266311645508,1957,9.75
52,12,0,0,0,303.01226806640625,16.88519287109375,7.41,1911.771724140711,209.27650629815597,0,1,1,1.8002958297729492,12.102266311645508,1958,8.94
52,12,0,0,0,303.01226806640625,16.88519287109375,7.41,1911.771724140711,209.27650629815597,0,1,1,1.8002958297729492,12.102266311645508,1959,10.73
52,12,0,0,0,303.01226806640625,16.88519287109375,7.41,1911.771724140711,209.27650629815597,0,1,1,1.8002958297729492,12.102266311645508,1960,13.74
52,12,0,0,0,303.01226806640625,16.88519287109375,7.41,1911.771724140711,209.27650629815597,0,1,1,1.8002958297729492,12.102266311645508,1961,18.9
52,12,0,0,0,303.01226806640625,16.88519287109375,7.41,1911.771724140711,209.27650629815597,0,1,1,1.8002958297729492,12.102266311645508,1962,10.83
52,12,0,0,0,303.01226806640625,16.88519287109375,7.41,1911.771724140711,209.27650629815597,0,1,1,1.8002958297729492,12.102266311645508,1963,15.35
52,12,0,0,0,303.01226806640625,16.88519287109375,7.41,1911.771724140711,209.27650629815597,0,1,1,1.8002958297729492,12.102266311645508,1964,20.64
52,12,0,0,0,303.01226806640625,16.88519287109375,7.41,1911.771724140711,209.27650629815597,0,1,1,1.8002958297729492,12.102266311645508,1965,15.45
52,12,0,0,0,303.01226806640625,16.88519287109375,7.41,1911.771724140711,209.27650629815597,0,1,1,1.8002958297729492,12.102266311645508,1966,13.64
42,13,0,0,0,480.30499267578125,22.382064819335938,8.62,975.128751357432,116.42631579404934,1,1,0,1.97476065158844,12.638504028320312,1954,11.69
42,13,0,0,0,480.30499267578125,22.382064819335938,8.62,975.128751357432,116.42631579404934,1,1,0,1.97476065158844,12.638504028320312,1955,10.87
42,13,0,0,0,480.30499267578125,22.382064819335938,8.62,975.128751357432,116.42631579404934,1,1,0,1.97476065158844,12.638504028320312,1956,14.82
42,13,0,0,0,480.30499267578125,22.382064819335938,8.62,975.128751357432,116.42631579404934,1,1,0,1.97476065158844,12.638504028320312,1957,11.56
42,13,0,0,0,480.30499267578125,22.382064819335938,8.62,975.128751357432,116.42631579404934,1,1,0,1.97476065158844,12.638504028320312,1958,11.04
42,13,0,0,0,480.30499267578125,22.382064819335938,8.62,975.128751357432,116.42631579404934,1,1,0,1.97476065158844,12.638504028320312,1959,12.98
42,13,0,0,0,480.30499267578125,22.382064819335938,8.62,975.128751357432,116.42631579404934,1,1,0,1.97476065158844,12.638504028320312,1960,28.52
42,13,0,0,0,480.30499267578125,22.382064819335938,8.62,975.128751357432,116.42631579404934,1,1,0,1.97476065158844,12.638504028320312,1961,6.54
42,13,0,0,0,480.30499267578125,22.382064819335938,8.62,975.128751357432,116.42631579404934,1,1,0,1.97476065158844,12.638504028320312,1962,6.52
42,13,0,0,0,480.30499267578125,22.382064819335938,8.62,975.128751357432,116.42631579404934,1,1,0,1.97476065158844,12.638504028320312,1963,7.71
42,13,0,0,0,480.30499267578125,22.382064819335938,8.62,975.128751357432,116.42631579404934,1,1,0,1.97476065158844,12.638504028320312,1964,5.54
42,13,0,0,0,480.30499267578125,22.382064819335938,8.62,975.128751357432,116.42631579404934,1,1,0,1.97476065158844,12.638504028320312,1965,8.52
42,13,0,0,0,480.30499267578125,22.382064819335938,8.62,975.128751357432,116.42631579404934,1,1,0,1.97476065158844,12.638504028320312,1966,7.47
13,15,0,0,0,151.5794219970703,18.201004028320312,2.5,185.77982459020834,187.32246241946734,0,0,0,3.34342098236084,12.18484878540039,1954,9.14
13,15,0,0,0,151.5794219970703,18.201004028320312,2.5,185.77982459020834,187.32246241946734,0,0,0,3.34342098236084,12.18484878540039,1955,10.16
13,15,0,0,0,151.5794219970703,18.201004028320312,2.5,185.77982459020834,187.32246241946734,0,0,0,3.34342098236084,12.18484878540039,1956,9.83
13,15,0,0,0,151.5794219970703,18.201004028320312,2.5,185.77982459020834,187.32246241946734,0,0,0,3.34342098236084,12.18484878540039,1957,8.97
13,15,0,0,0,151.5794219970703,18.201004028320312,2.5,185.77982459020834,187.32246241946734,0,0,0,3.34342098236084,12.18484878540039,1958,6.36
13,15,0,0,0,151.5794219970703,18.201004028320312,2.5,185.77982459020834,187.32246241946734,0,0,0,3.34342098236084,12.18484878540039,1959,8.37
13,15,0,0,0,151.5794219970703,18.201004028320312,2.5,185.77982459020834,187.32246241946734,0,0,0,3.34342098236084,12.18484878540039,1960,10.26
13,15,0,0,0,151.5794219970703,18.201004028320312,2.5,185.77982459020834,187.32246241946734,0,0,0,3.34342098236084,12.18484878540039,1961,9.66
13,15,0,0,0,151.5794219970703,18.201004028320312,2.5,185.77982459020834,187.32246241946734,0,0,0,3.34342098236084,12.18484878540039,1962,8.12
13,15,0,0,0,151.5794219970703,18.201004028320312,2.5,185.77982459020834,187.32246241946734,0,0,0,3.34342098236084,12.18484878540039,1963,11.05
13,15,0,0,0,151.5794219970703,18.201004028320312,2.5,185.77982459020834,187.32246241946734,0,0,0,3.34342098236084,12.18484878540039,1964,13.03
13,15,0,0,0,151.5794219970703,18.201004028320312,2.5,185.77982459020834,187.32246241946734,0,0,0,3.34342098236084,12.18484878540039,1965,7.47
13,15,0,0,0,151.5794219970703,18.201004028320312,2.5,185.77982459020834,187.32246241946734,0,0,0,3.34342098236084,12.18484878540039,1966,8.04
37,16,2,0.11948341131210327,1,234.3574981689453,28.90972137451172,1.77,481.766655113196,184.4256508104174,0,0,0,1.9884692430496216,13.512212753295898,1954,10.69
37,16,2,0.11948341131210327,1,234.3574981689453,28.90972137451172,1.77,481.766655113196,184.4256508104174,0,0,0,1.9884692430496216,13.512212753295898,1955,13.47
37,16,2,0.11948341131210327,1,234.3574981689453,28.90972137451172,1.77,481.766655113196,184.4256508104174,0,0,0,1.9884692430496216,13.512212753295898,1956,12.37
37,16,2,0.11948341131210327,1,234.3574981689453,28.90972137451172,1.77,481.766655113196,184.4256508104174,0,0,0,1.9884692430496216,13.512212753295898,1957,10.52
37,16,2,0.11948341131210327,1,234.3574981689453,28.90972137451172,1.77,481.766655113196,184.4256508104174,0,0,0,1.9884692430496216,13.512212753295898,1958,14.49
37,16,2,0.11948341131210327,1,234.3574981689453,28.90972137451172,1.77,481.766655113196,184.4256508104174,0,0,0,1.9884692430496216,13.512212753295898,1959,15.4
37,16,2,0.11948341131210327,1,234.3574981689453,28.90972137451172,1.77,481.766655113196,184.4256508104174,0,0,0,1.9884692430496216,13.512212753295898,1960,12.48
37,16,2,0.11948341131210327,1,234.3574981689453,28.90972137451172,1.77,481.766655113196,184.4256508104174,0,0,0,1.9884692430496216,13.512212753295898,1961,12.98
37,16,2,0.11948341131210327,1,234.3574981689453,28.90972137451172,1.77,481.766655113196,184.4256508104174,0,0,0,1.9884692430496216,13.512212753295898,1962,11.27
37,16,2,0.11948341131210327,1,234.3574981689453,28.90972137451172,1.77,481.766655113196,184.4256508104174,0,0,0,1.9884692430496216,13.512212753295898,1963,10.76
37,16,2,0.11948341131210327,1,234.3574981689453,28.90972137451172,1.77,481.766655113196,184.4256508104174,0,0,0,1.9884692430496216,13.512212753295898,1964,12.66
37,16,2,0.11948341131210327,1,234.3574981689453,28.90972137451172,1.77,481.766655113196,184.4256508104174,0,0,0,1.9884692430496216,13.512212753295898,1965,10.33
37,16,2,0.11948341131210327,1,234.3574981689453,28.90972137451172,1.77,481.766655113196,184.4256508104174,0,0,0,1.9884692430496216,13.512212753295898,1966,10.21
61,18,0,0,0,221.79000854492188,17.030136108398438,5.3,676.8818471729452,250.5353403615302,0,0,0,0.8225806355476379,11.083341598510742,1954,17.4
61,18,0,0,0,221.79000854492188,17.030136108398438,5.3,676.8818471729452,250.5353403615302,0,0,0,0.8225806355476379,11.083341598510742,1955,17.9
61,18,0,0,0,221.79000854492188,17.030136108398438,5.3,676.8818471729452,250.5353403615302,0,0,0,0.8225806355476379,11.083341598510742,1956,19.3
61,18,0,0,0,221.79000854492188,17.030136108398438,5.3,676.8818471729452,250.5353403615302,0,0,0,0.8225806355476379,11.083341598510742,1957,18.2
61,18,0,0,0,221.79000854492188,17.030136108398438,5.3,676.8818471729452,250.5353403615302,0,0,0,0.8225806355476379,11.083341598510742,1958,16.2
61,18,0,0,0,221.79000854492188,17.030136108398438,5.3,676.8818471729452,250.5353403615302,0,0,0,0.8225806355476379,11.083341598510742,1959,17.3
61,18,0,0,0,221.79000854492188,17.030136108398438,5.3,676.8818471729452,250.5353403615302,0,0,0,0.8225806355476379,11.083341598510742,1960,19
61,18,0,0,0,221.79000854492188,17.030136108398438,5.3,676.8818471729452,250.5353403615302,0,0,0,0.8225806355476379,11.083341598510742,1961,12.8
61,18,0,0,0,221.79000854492188,17.030136108398438,5.3,676.8818471729452,250.5353403615302,0,0,0,0.8225806355476379,11.083341598510742,1962,12
61,18,0,0,0,221.79000854492188,17.030136108398438,5.3,676.8818471729452,250.5353403615302,0,0,0,0.8225806355476379,11.083341598510742,1963,10.7
61,18,0,0,0,221.79000854492188,17.030136108398438,5.3,676.8818471729452,250.5353403615302,0,0,0,0.8225806355476379,11.083341598510742,1964,7
61,18,0,0,0,221.79000854492188,17.030136108398438,5.3,676.8818471729452,250.5353403615302,0,0,0,0.8225806355476379,11.083341598510742,1965,19
61,18,0,0,0,221.79000854492188,17.030136108398438,5.3,676.8818471729452,250.5353403615302,0,0,0,0.8225806355476379,11.083341598510742,1966,14.2
52,19,0,0,0,319.4924621582031,19.837181091308594,19.38,1756.4344490356857,52.72071369085487,0,1,1,1.5459460020065308,12.693685531616211,1954,13.15
52,19,0,0,0,319.4924621582031,19.837181091308594,19.38,1756.4344490356857,52.72071369085487,0,1,1,1.5459460020065308,12.693685531616211,1955,14.3
52,19,0,0,0,319.4924621582031,19.837181091308594,19.38,1756.4344490356857,52.72071369085487,0,1,1,1.5459460020065308,12.693685531616211,1956,14.27
52,19,0,0,0,319.4924621582031,19.837181091308594,19.38,1756.4344490356857,52.72071369085487,0,1,1,1.5459460020065308,12.693685531616211,1957,16.64
52,19,0,0,0,319.4924621582031,19.837181091308594,19.38,1756.4344490356857,52.72071369085487,0,1,1,1.5459460020065308,12.693685531616211,1958,12.48
52,19,0,0,0,319.4924621582031,19.837181091308594,19.38,1756.4344490356857,52.72071369085487,0,1,1,1.5459460020065308,12.693685531616211,1959,19.35
52,19,0,0,0,319.4924621582031,19.837181091308594,19.38,1756.4344490356857,52.72071369085487,0,1,1,1.5459460020065308,12.693685531616211,1960,35.58
52,19,0,0,0,319.4924621582031,19.837181091308594,19.38,1756.4344490356857,52.72071369085487,0,1,1,1.5459460020065308,12.693685531616211,1961,36.46
52,19,0,0,0,319.4924621582031,19.837181091308594,19.38,1756.4344490356857,52.72071369085487,0,1,1,1.5459460020065308,12.693685531616211,1962,11.96
52,19,0,0,0,319.4924621582031,19.837181091308594,19.38,1756.4344490356857,52.72071369085487,0,1,1,1.5459460020065308,12.693685531616211,1963,17.06
52,19,0,0,0,319.4924621582031,19.837181091308594,19.38,1756.4344490356857,52.72071369085487,0,1,1,1.5459460020065308,12.693685531616211,1964,19.15
52,19,0,0,0,319.4924621582031,19.837181091308594,19.38,1756.4344490356857,52.72071369085487,0,1,1,1.5459460020065308,12.693685531616211,1965,14.19
52,19,0,0,0,319.4924621582031,19.837181091308594,19.38,1756.4344490356857,52.72071369085487,0,1,1,1.5459460020065308,12.693685531616211,1966,13.5
35,22,2,0.6711389422416687,1,332.8518981933594,6.292015075683594,3.76,1649.8231408929353,201.96249181705264,1,1,0,2.0682413578033447,12.857658386230469,1954,10.29
35,22,2,0.6711389422416687,1,332.8518981933594,6.292015075683594,3.76,1649.8231408929353,201.96249181705264,1,1,0,2.0682413578033447,12.857658386230469,1955,7.06
35,22,2,0.6711389422416687,1,332.8518981933594,6.292015075683594,3.76,1649.8231408929353,201.96249181705264,1,1,0,2.0682413578033447,12.857658386230469,1956,6.37
35,22,2,0.6711389422416687,1,332.8518981933594,6.292015075683594,3.76,1649.8231408929353,201.96249181705264,1,1,0,2.0682413578033447,12.857658386230469,1957,6.64
35,22,2,0.6711389422416687,1,332.8518981933594,6.292015075683594,3.76,1649.8231408929353,201.96249181705264,1,1,0,2.0682413578033447,12.857658386230469,1958,6.29
35,22,2,0.6711389422416687,1,332.8518981933594,6.292015075683594,3.76,1649.8231408929353,201.96249181705264,1,1,0,2.0682413578033447,12.857658386230469,1959,8.64
35,22,2,0.6711389422416687,1,332.8518981933594,6.292015075683594,3.76,1649.8231408929353,201.96249181705264,1,1,0,2.0682413578033447,12.857658386230469,1960,9.84
35,22,2,0.6711389422416687,1,332.8518981933594,6.292015075683594,3.76,1649.8231408929353,201.96249181705264,1,1,0,2.0682413578033447,12.857658386230469,1961,12.72
35,22,2,0.6711389422416687,1,332.8518981933594,6.292015075683594,3.76,1649.8231408929353,201.96249181705264,1,1,0,2.0682413578033447,12.857658386230469,1962,8.72
35,22,2,0.6711389422416687,1,332.8518981933594,6.292015075683594,3.76,1649.8231408929353,201.96249181705264,1,1,0,2.0682413578033447,12.857658386230469,1963,8.15
35,22,2,0.6711389422416687,1,332.8518981933594,6.292015075683594,3.76,1649.8231408929353,201.96249181705264,1,1,0,2.0682413578033447,12.857658386230469,1964,9.3
35,22,2,0.6711389422416687,1,332.8518981933594,6.292015075683594,3.76,1649.8231408929353,201.96249181705264,1,1,0,2.0682413578033447,12.857658386230469,1965,8.52
35,22,2,0.6711389422416687,1,332.8518981933594,6.292015075683594,3.76,1649.8231408929353,201.96249181705264,1,1,0,2.0682413578033447,12.857658386230469,1966,8.8
51,23,0,0,0,409.8006591796875,23.003173828125,10.44,1392.1151024265191,102.06130829360342,1,0,0,2.1688554286956787,12.627145767211914,1954,4.48
51,23,0,0,0,409.8006591796875,23.003173828125,10.44,1392.1151024265191,102.06130829360342,1,0,0,2.1688554286956787,12.627145767211914,1955,5.82
51,23,0,0,0,409.8006591796875,23.003173828125,10.44,1392.1151024265191,102.06130829360342,1,0,0,2.1688554286956787,12.627145767211914,1956,7.54
51,23,0,0,0,409.8006591796875,23.003173828125,10.44,1392.1151024265191,102.06130829360342,1,0,0,2.1688554286956787,12.627145767211914,1957,9.96
51,23,0,0,0,409.8006591796875,23.003173828125,10.44,1392.1151024265191,102.06130829360342,1,0,0,2.1688554286956787,12.627145767211914,1958,24.2
51,23,0,0,0,409.8006591796875,23.003173828125,10.44,1392.1151024265191,102.06130829360342,1,0,0,2.1688554286956787,12.627145767211914,1959,48.08
51,23,0,0,0,409.8006591796875,23.003173828125,10.44,1392.1151024265191,102.06130829360342,1,0,0,2.1688554286956787,12.627145767211914,1960,54.08
51,23,0,0,0,409.8006591796875,23.003173828125,10.44,1392.1151024265191,102.06130829360342,1,0,0,2.1688554286956787,12.627145767211914,1961,20.52
51,23,0,0,0,409.8006591796875,23.003173828125,10.44,1392.1151024265191,102.06130829360342,1,0,0,2.1688554286956787,12.627145767211914,1962,14.71
51,23,0,0,0,409.8006591796875,23.003173828125,10.44,1392.1151024265191,102.06130829360342,1,0,0,2.1688554286956787,12.627145767211914,1963,10.06
51,23,0,0,0,409.8006591796875,23.003173828125,10.44,1392.1151024265191,102.06130829360342,1,0,0,2.1688554286956787,12.627145767211914,1964,8.37
51,23,0,0,0,409.8006591796875,23.003173828125,10.44,1392.1151024265191,102.06130829360342,1,0,0,2.1688554286956787,12.627145767211914,1965,8.35
51,23,0,0,0,409.8006591796875,23.003173828125,10.44,1392.1151024265191,102.06130829360342,1,0,0,2.1688554286956787,12.627145767211914,1966,9.51
13,25,0,0,0,69.7230224609375,15.88006591796875,2.59,110.80413923903937,132.3045360981539,0,0,0,1.5336657762527466,12.24769401550293,1954,14.27
13,25,0,0,0,69.7230224609375,15.88006591796875,2.59,110.80413923903937,132.3045360981539,0,0,0,1.5336657762527466,12.24769401550293,1955,10.2
13,25,0,0,0,69.7230224609375,15.88006591796875,2.59,110.80413923903937,132.3045360981539,0,0,0,1.5336657762527466,12.24769401550293,1956,13.7
13,25,0,0,0,69.7230224609375,15.88006591796875,2.59,110.80413923903937,132.3045360981539,0,0,0,1.5336657762527466,12.24769401550293,1957,11.03
13,25,0,0,0,69.7230224609375,15.88006591796875,2.59,110.80413923903937,132.3045360981539,0,0,0,1.5336657762527466,12.24769401550293,1958,11.4
13,25,0,0,0,69.7230224609375,15.88006591796875,2.59,110.80413923903937,132.3045360981539,0,0,0,1.5336657762527466,12.24769401550293,1959,11.16
13,25,0,0,0,69.7230224609375,15.88006591796875,2.59,110.80413923903937,132.3045360981539,0,0,0,1.5336657762527466,12.24769401550293,1960,14.2
13,25,0,0,0,69.7230224609375,15.88006591796875,2.59,110.80413923903937,132.3045360981539,0,0,0,1.5336657762527466,12.24769401550293,1961,12.17
13,25,0,0,0,69.7230224609375,15.88006591796875,2.59,110.80413923903937,132.3045360981539,0,0,0,1.5336657762527466,12.24769401550293,1962,8.27
13,25,0,0,0,69.7230224609375,15.88006591796875,2.59,110.80413923903937,132.3045360981539,0,0,0,1.5336657762527466,12.24769401550293,1963,8.79
13,25,0,0,0,69.7230224609375,15.88006591796875,2.59,110.80413923903937,132.3045360981539,0,0,0,1.5336657762527466,12.24769401550293,1964,8.49
13,25,0,0,0,69.7230224609375,15.88006591796875,2.59,110.80413923903937,132.3045360981539,0,0,0,1.5336657762527466,12.24769401550293,1965,7.03
13,25,0,0,0,69.7230224609375,15.88006591796875,2.59,110.80413923903937,132.3045360981539,0,0,0,1.5336657762527466,12.24769401550293,1966,6.51
51,29,1,0.022695191204547882,1,366.5620422363281,10.731666564941406,2.74,1458.5304295467909,134.16184971542154,0,1,0,2.095078945159912,13.761824607849121,1954,6.96
51,29,1,0.022695191204547882,1,366.5620422363281,10.731666564941406,2.74,1458.5304295467909,134.16184971542154,0,1,0,2.095078945159912,13.761824607849121,1955,8.06
51,29,1,0.022695191204547882,1,366.5620422363281,10.731666564941406,2.74,1458.5304295467909,134.16184971542154,0,1,0,2.095078945159912,13.761824607849121,1956,8.37
51,29,1,0.022695191204547882,1,366.5620422363281,10.731666564941406,2.74,1458.5304295467909,134.16184971542154,0,1,0,2.095078945159912,13.761824607849121,1957,10.73
51,29,1,0.022695191204547882,1,366.5620422363281,10.731666564941406,2.74,1458.5304295467909,134.16184971542154,0,1,0,2.095078945159912,13.761824607849121,1958,31.65
51,29,1,0.022695191204547882,1,366.5620422363281,10.731666564941406,2.74,1458.5304295467909,134.16184971542154,0,1,0,2.095078945159912,13.761824607849121,1959,38.52
51,29,1,0.022695191204547882,1,366.5620422363281,10.731666564941406,2.74,1458.5304295467909,134.16184971542154,0,1,0,2.095078945159912,13.761824607849121,1960,43.94
51,29,1,0.022695191204547882,1,366.5620422363281,10.731666564941406,2.74,1458.5304295467909,134.16184971542154,0,1,0,2.095078945159912,13.761824607849121,1961,31.27
51,29,1,0.022695191204547882,1,366.5620422363281,10.731666564941406,2.74,1458.5304295467909,134.16184971542154,0,1,0,2.095078945159912,13.761824607849121,1962,16.27
51,29,1,0.022695191204547882,1,366.5620422363281,10.731666564941406,2.74,1458.5304295467909,134.16184971542154,0,1,0,2.095078945159912,13.761824607849121,1963,11.77
51,29,1,0.022695191204547882,1,366.5620422363281,10.731666564941406,2.74,1458.5304295467909,134.16184971542154,0,1,0,2.095078945159912,13.761824607849121,1964,11.63
51,29,1,0.022695191204547882,1,366.5620422363281,10.731666564941406,2.74,1458.5304295467909,134.16184971542154,0,1,0,2.095078945159912,13.761824607849121,1965,9.4
51,29,1,0.022695191204547882,1,366.5620422363281,10.731666564941406,2.74,1458.5304295467909,134.16184971542154,0,1,0,2.095078945159912,13.761824607849121,1966,8.63
14,30,0,0,0,550.8748779296875,10.7852783203125,6.08,522.578025642946,187.59198980407575,0,0,0,1.6121212244033813,10.767136573791504,1954,11.31
14,30,0,0,0,550.8748779296875,10.7852783203125,6.08,522.578025642946,187.59198980407575,0,0,0,1.6121212244033813,10.767136573791504,1955,11.36
14,30,0,0,0,550.8748779296875,10.7852783203125,6.08,522.578025642946,187.59198980407575,0,0,0,1.6121212244033813,10.767136573791504,1956,11.49
14,30,0,0,0,550.8748779296875,10.7852783203125,6.08,522.578025642946,187.59198980407575,0,0,0,1.6121212244033813,10.767136573791504,1957,11.69
14,30,0,0,0,550.8748779296875,10.7852783203125,6.08,522.578025642946,187.59198980407575,0,0,0,1.6121212244033813,10.767136573791504,1958,12.57
14,30,0,0,0,550.8748779296875,10.7852783203125,6.08,522.578025642946,187.59198980407575,0,0,0,1.6121212244033813,10.767136573791504,1959,12.62
14,30,0,0,0,550.8748779296875,10.7852783203125,6.08,522.578025642946,187.59198980407575,0,0,0,1.6121212244033813,10.767136573791504,1960,12.22
14,30,0,0,0,550.8748779296875,10.7852783203125,6.08,522.578025642946,187.59198980407575,0,0,0,1.6121212244033813,10.767136573791504,1961,11.57
14,30,0,0,0,550.8748779296875,10.7852783203125,6.08,522.578025642946,187.59198980407575,0,0,0,1.6121212244033813,10.767136573791504,1962,11.93
